id,name,description,category,type,intervention_type,path,path_type,key_name,data_type,expected_value,expected_value_raw/0,rule_logic/type,rule_logic/operator,rule_logic/value/0,remediation,rule_logic/exclude/0,registry_type,rule_logic/min,rule_logic/max,expected_value_raw/1,expected_value_raw/2,rule_logic/value/1,rule_logic/value/2,expected_value_raw/3,expected_value_raw/4,expected_value_raw/5,expected_value_raw/6,expected_value_raw/7,expected_value_raw/8,expected_value_raw/9,expected_value_raw/10,rule_logic/value/3,rule_logic/value/4,rule_logic/value/5,rule_logic/value/6,rule_logic/value/7,rule_logic/value/8,rule_logic/value/9,rule_logic/value/10,service_name,expected_state
18.5.7,MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers,NetBIOS qua TCP/IP là giao thức mạng cung cấp cách thức giải quyết các tên NetBIOS thành địa chỉ IP.,Administrative Templates / MSS (Legacy),Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\NetBT\Parameters,Registry,NoNameReleaseOnDemand,integer,Enabled,1,comparison,==,1,Set NoNameReleaseOnDemand = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.5.9,MSS: (SafeDllSearchMode) Enable Safe DLL search mode,Thứ tự tìm kiếm DLL được cấu hình để ưu tiên các thư mục hệ thống trước khi tìm trong thư mục làm việc hiện tại.,Administrative Templates / MSS (Legacy),Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Session Manager,Registry,SafeDllSearchMode,integer,Enabled,1,comparison,==,1,Set SafeDllSearchMode = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.5.12,MSS: (WarningLevel) Percentage threshold for the security event log,Cài đặt này tạo ra một cuộc kiểm tra bảo mật trong nhật ký sự kiện Security khi nhật ký đạt đến ngưỡng dung lượng.,Administrative Templates / MSS (Legacy),Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\Eventlog\Security,Registry,WarningLevel,integer,Enabled: 90% or less,90,comparison,<=,90,Set WarningLevel = 90 or less,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.4.1,Configure multicast DNS (mDNS) protocol,Xác định xem DNS client có thực hiện giải quyết tên qua Multicast DNS (mDNS) hay không.,Administrative Templates / Network / DNS Client,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows NT\DNSClient,Registry,EnableMulticast,integer,Disabled,0,comparison,==,0,Set EnableMulticast = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.4.2,Configure NetBIOS settings,Chỉ định liệu DNS client có thực hiện giải quyết tên qua NetBIOS hay không trên mạng công cộng.,Administrative Templates / Network / DNS Client,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows NT\DNSClient,Registry,QueryNetBiosInParallel,integer,Enabled: Disable NetBIOS name resolution on public networks,0,comparison,==,0,Configure NetBIOS to be disabled on public networks,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.4.4,Turn off multicast name resolution (LLMNR),LLMNR là giao thức giải quyết tên phụ. Các truy vấn được gửi bằng multicast qua liên kết mạng cục bộ.,Administrative Templates / Network / DNS Client,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows NT\DNSClient,Registry,EnableMulticast,integer,Enabled,0,comparison,==,0,Set EnableMulticast = 0 via GPO,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.7.1,Audit client does not support encryption (SMB Server),Xác định liệu máy chủ SMB sẽ ghi lại các sự kiện khi client SMB không hỗ trợ mã hóa hay không.,Administrative Templates / Network / Lanman Server,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,Registry,AuditClientDoesNotSupportEncryption,integer,Enabled,1,comparison,==,1,Set AuditClientDoesNotSupportEncryption = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.7.2,Audit client does not support signing (SMB Server),Xác định liệu máy chủ SMB sẽ ghi lại các sự kiện khi client SMB không hỗ trợ ký tên.,Administrative Templates / Network / Lanman Server,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,Registry,AuditClientDoesNotSupportSigning,integer,Enabled,1,comparison,==,1,Set AuditClientDoesNotSupportSigning = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.7.3,Audit insecure guest logon (SMB Server),Xác định liệu máy chủ SMB sẽ ghi lại các sự kiện khi client đăng nhập bằng tài khoản khách.,Administrative Templates / Network / Lanman Server,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,Registry,AuditInsecureGuestLogon,integer,Enabled,1,comparison,==,1,Set AuditInsecureGuestLogon = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.7.4,Enable authentication rate limiter (SMB Server),Cấu hình bộ giới hạn tốc độ xác thực của máy chủ SMB để đối phó với tấn công brute force.,Administrative Templates / Network / Lanman Server,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,Registry,InvalidAuthenticationDelayTimeInMs,integer,Enabled,2000,comparison,==,2000,Set InvalidAuthenticationDelayTimeInMs = 2000,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.7.5,Enable remote mailslots (SMB Server),"Kiểm soát việc liệu máy chủ SMB có sử dụng mailslot từ xa. Giao thức cũ, không đáng tin cậy và không an toàn.",Administrative Templates / Network / Lanman Server,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,Registry,EnableMailslots,integer,Disabled,0,comparison,==,0,Set EnableMailslots = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.7.6,Mandate the minimum version of SMB (Server),Kiểm soát phiên bản tối thiểu của giao thức SMB có thể được sử dụng trên hệ thống.,Administrative Templates / Network / Lanman Server,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,Registry,MinSMB2Dialect,integer,Enabled: 3.1.1,785,comparison,==,785,Set MinSMB2Dialect = 785 (0x311),,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.7.7,Set authentication rate limiter delay (milliseconds),Cấu hình giá trị độ trễ khi xác thực không hợp lệ của máy chủ SMB tính bằng mili giây.,Administrative Templates / Network / Lanman Server,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,Registry,InvalidAuthenticationDelayTimeInMs,integer,Enabled: 2000 or more,2000,comparison,>=,2000,Set InvalidAuthenticationDelayTimeInMs >= 2000,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.8.1,Audit insecure guest logon (SMB Client),Xác định liệu client SMB sẽ ghi lại các sự kiện khi client được đăng nhập bằng tài khoản khách.,Administrative Templates / Network / Lanman Workstation,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation,Registry,AuditInsecureGuestLogon,integer,Enabled,1,comparison,==,1,Set AuditInsecureGuestLogon = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.8.2,Audit server does not support encryption (SMB Client),Xác định liệu client SMB sẽ ghi lại các sự kiện khi máy chủ SMB không hỗ trợ mã hóa.,Administrative Templates / Network / Lanman Workstation,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation,Registry,AuditServerDoesNotSupportEncryption,integer,Enabled,1,comparison,==,1,Set AuditServerDoesNotSupportEncryption = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.8.3,Audit server does not support signing (SMB Client),Xác định liệu client SMB sẽ ghi lại các sự kiện khi máy chủ SMB không hỗ trợ ký tên.,Administrative Templates / Network / Lanman Workstation,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation,Registry,AuditServerDoesNotSupportSigning,integer,Enabled,1,comparison,==,1,Set AuditServerDoesNotSupportSigning = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.8.4,Enable insecure guest logons (SMB Client),Xác định liệu client SMB có cho phép đăng nhập khách không an toàn vào một máy chủ SMB hay không.,Administrative Templates / Network / Lanman Workstation,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation,Registry,AllowInsecureGuestAuth,integer,Disabled,0,comparison,==,0,Set AllowInsecureGuestAuth = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.8.5,Enable remote mailslots (SMB Client),Kiểm soát việc liệu client SMB có sử dụng mailslot từ xa qua Multiple UNC Provider (MUP).,Administrative Templates / Network / Lanman Workstation,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation,Registry,EnableMailslots,integer,Disabled,0,comparison,==,0,Set EnableMailslots = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.8.6,Mandate the minimum version of SMB (Client),Kiểm soát phiên bản tối thiểu của giao thức SMB có thể được sử dụng trên hệ thống (Client).,Administrative Templates / Network / Lanman Workstation,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation,Registry,MinSMB2Dialect,integer,Enabled: 3.1.1,785,comparison,==,785,Set MinSMB2Dialect = 785 (0x311),,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.8.7,Require Encryption (SMB Client),Kiểm soát liệu client SMB có yêu cầu mã hóa hay không.,Administrative Templates / Network / Lanman Workstation,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation,Registry,RequireEncryption,integer,Enabled,1,comparison,==,1,Set RequireEncryption = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.11.2,Prohibit installation and configuration of Network Bridge,Kiểm soát khả năng của người dùng trong việc cài đặt và cấu hình một Cầu nối mạng (Network Bridge).,Administrative Templates / Network / Network Connections,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\Network Connections,Registry,NC_AllowNetBridge_NLA,integer,Enabled,0,comparison,==,0,Set NC_AllowNetBridge_NLA = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.11.3,Prohibit use of Internet Connection Sharing on DNS domain network,Áp dụng cho tính năng Điểm phát sóng di động (Mobile Hotspot) trong Windows 10 & Server 2016.,Administrative Templates / Network / Network Connections,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\Network Connections,Registry,NC_ShowSharedAccessUI,integer,Enabled,0,comparison,==,0,Set NC_ShowSharedAccessUI = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.14.1,Hardened UNC Paths,"Cấu hình quyền truy cập bảo mật vào các đường dẫn UNC. Yêu cầu Mutual Authentication, Integrity, Privacy cho NETLOGON và SYSVOL.",Administrative Templates / Network / Network Provider,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths,Registry,\\*\NETLOGON,string,"RequireMutualAuthentication=1, RequireIntegrity=1, RequirePrivacy=1","RequireMutualAuthentication=1, RequireIntegrity=1, RequirePrivacy=1",comparison,==,"RequireMutualAuthentication=1, RequireIntegrity=1, RequirePrivacy=1",Configure hardened UNC paths via GPO,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
18.6.21.1,Minimize the number of simultaneous connections to the Internet or a Windows Domain,Ngăn máy tính thiết lập nhiều kết nối đồng thời vào Internet hoặc vào một Windows domain.,Administrative Templates / Network / Windows Connection Manager,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\WcmSvc\GroupPolicy,Registry,fMinimizeConnections,integer,Enabled: 3 = Prevent Wi-Fi when on Ethernet,3,comparison,==,3,Set fMinimizeConnections = 3,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.21.2,Prohibit connection to non-domain networks when connected to domain authenticated network,Ngăn máy tính kết nối đồng thời vào cả mạng dựa trên domain và mạng không dựa trên domain.,Administrative Templates / Network / Windows Connection Manager,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\WcmSvc\GroupPolicy,Registry,fBlockNonDomain,integer,Enabled,1,comparison,==,1,Set fBlockNonDomain = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.6.23.2.1,Allow Windows to automatically connect to suggested open hotspots,"Ngăn người dùng kết nối với các điểm phát sóng mở được gợi ý, mạng được chia sẻ bởi danh bạ.",Administrative Templates / Network / WLAN,Automated,Registry,HKLM\SOFTWARE\Microsoft\WcmSvc\wifinetworkmanager\config,Registry,AutoConnectAllowedOEM,integer,Disabled,0,comparison,==,0,Set AutoConnectAllowedOEM = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.7.1,Allow Print Spooler to accept client connections,Kiểm soát việc liệu dịch vụ Print Spooler có chấp nhận các kết nối từ client hay không.,Administrative Templates / Printers,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Printers,Registry,RegisterSpoolerRemoteRpcEndPoint,integer,Disabled,2,comparison,==,2,Set RegisterSpoolerRemoteRpcEndPoint = 2,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.7.2,Configure Redirection Guard,Xác định liệu Redirection Guard có được bật cho trình quản lý in (print spooler) hay không.,Administrative Templates / Printers,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Printers,Registry,RedirectionGuardPolicy,integer,Enabled: Redirection Guard Enabled,1,comparison,==,1,Set RedirectionGuardPolicy = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.7.10,Limits print driver installation to Administrators,Kiểm soát việc liệu những người dùng không phải Quản trị viên có thể cài đặt trình điều khiển máy in.,Administrative Templates / Printers,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Printers,Registry,RestrictDriverInstallationToAdministrators,integer,Enabled,1,comparison,==,1,Set RestrictDriverInstallationToAdministrators = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.3.1,Include command line in process creation events,Ghi lại chuỗi lệnh (command line) của quá trình tạo tiến trình vào sự kiện audit.,Administrative Templates / System / Audit Process Creation,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Audit,Registry,ProcessCreationIncludeCmdLine_Enabled,integer,Enabled,1,comparison,==,1,Set ProcessCreationIncludeCmdLine_Enabled = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.4.1,Encryption Oracle Remediation,Giảm thiểu lỗ hổng mã hóa CredSSP bằng cách buộc các máy khách và máy chủ cập nhật bản vá bảo mật.,Administrative Templates / System / Credentials Delegation,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\CredSSP\Parameters,Registry,AllowEncryptionOracle,integer,Enabled: Force Updated Clients,0,comparison,==,0,Set AllowEncryptionOracle = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.4.2,Remote host allows delegation of non-exportable credentials,"Kích hoạt Restricted Admin Mode/Remote Credential Guard, ngăn việc lưu thông tin đăng nhập trong bộ nhớ trên máy chủ từ xa.",Administrative Templates / System / Credentials Delegation,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\CredentialsDelegation,Registry,AllowProtectedCreds,integer,Enabled,1,comparison,==,1,Set AllowProtectedCreds = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.5.1,Turn On Virtualization Based Security,"Bật bảo mật dựa trên ảo hóa (VBS), cô lập các quy trình hệ thống quan trọng khỏi hệ điều hành.",Administrative Templates / System / Device Guard,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,Registry,EnableVirtualizationBasedSecurity,integer,Enabled,1,comparison,==,1,Set EnableVirtualizationBasedSecurity = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.5.2,Turn On Virtualization Based Security: Select Platform Security Level,Yêu cầu VBS phải chạy cùng Secure Boot để đảm bảo tính toàn vẹn của nền tảng.,Administrative Templates / System / Device Guard,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,Registry,RequirePlatformSecurityFeatures,integer,Secure Boot or higher,1,comparison,>=,1,Set RequirePlatformSecurityFeatures = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.5.3,Turn On Virtualization Based Security: Virtualization Based Protection of Code Integrity,"Bảo vệ tính toàn vẹn mã dựa trên ảo hóa, khóa bằng UEFI để chống mã độc sửa đổi cài đặt.",Administrative Templates / System / Device Guard,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,Registry,HypervisorEnforcedCodeIntegrity,integer,Enabled with UEFI lock,1,comparison,==,1,Set HypervisorEnforcedCodeIntegrity = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.5.5,Turn On Virtualization Based Security: Credential Guard Configuration,Bật Credential Guard kèm khóa UEFI để lưu trữ thông tin xác thực an toàn.,Administrative Templates / System / Device Guard,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,Registry,LsaCfgFlags,integer,Enabled with UEFI lock,1,comparison,==,1,Set LsaCfgFlags = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.27.1,Allow Custom SSPs and APs to be loaded into LSASS,Không cho phép load các gói SSPs/APs tùy chỉnh vào quy trình LSASS.,Administrative Templates / System / Local Security Authority,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\System,Registry,AllowCustomSSPsAPs,integer,Disabled,0,comparison,==,0,Set AllowCustomSSPsAPs = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.27.2,Configures LSASS to run as a protected process,Cấu hình chạy LSASS như một quy trình được bảo vệ chặt chẽ và khóa bằng phần sụn UEFI.,Administrative Templates / System / Local Security Authority,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\System,Registry,RunAsPPL,integer,Enabled: Enabled with UEFI Lock,1,comparison,==,1,Set RunAsPPL = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.29.1,Block user from showing account details on sign-in,Chặn hiển thị thông tin tài khoản/email trên màn hình khóa hoặc màn hình đăng nhập.,Administrative Templates / System / Logon,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\System,Registry,BlockUserFromShowingAccountDetailsOnSignin,integer,Enabled,1,comparison,==,1,Set BlockUserFromShowingAccountDetailsOnSignin = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.29.2,Do not display network selection UI,Không hiển thị giao diện tùy chọn kết nối mạng ở màn hình đăng nhập.,Administrative Templates / System / Logon,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\System,Registry,DontDisplayNetworkSelectionUI,integer,Enabled,1,comparison,==,1,Set DontDisplayNetworkSelectionUI = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.29.3,Do not enumerate connected users on domain-joined computers,Chặn liệt kê danh sách người dùng đã kết nối ở máy tính trong domain.,Administrative Templates / System / Logon,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\System,Registry,DontEnumerateConnectedUsers,integer,Enabled,1,comparison,==,1,Set DontEnumerateConnectedUsers = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.29.4,Enumerate local users on domain-joined computers,Vô hiệu hóa việc hiển thị tên các người dùng cục bộ tại giao diện đăng nhập.,Administrative Templates / System / Logon,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\System,Registry,EnumerateLocalUsers,integer,Disabled,0,comparison,==,0,Set EnumerateLocalUsers = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.29.5,Turn off app notifications on the lock screen,Tắt toàn bộ thông báo từ ứng dụng trên màn hình khóa.,Administrative Templates / System / Logon,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\System,Registry,DisableLockScreenAppNotifications,integer,Enabled,1,comparison,==,1,Set DisableLockScreenAppNotifications = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.29.6,Turn off picture password sign-in,Vô hiệu hóa tính năng đăng nhập bằng Picture Password (kém bảo mật).,Administrative Templates / System / Logon,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\System,Registry,BlockDomainPicturePassword,integer,Enabled,1,comparison,==,1,Set BlockDomainPicturePassword = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.29.7,Turn on convenience PIN sign-in,Vô hiệu hóa đăng nhập bằng mã PIN tiện lợi. Nên dùng Windows Hello for Business.,Administrative Templates / System / Logon,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\System,Registry,AllowDomainPINLogon,integer,Disabled,0,comparison,==,0,Set AllowDomainPINLogon = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.33.1,Allow Clipboard synchronization across devices,Cấm đồng bộ hóa khay nhớ tạm (Clipboard) giữa các thiết bị để tránh rò rỉ dữ liệu nhạy cảm.,Administrative Templates / System / OS Policies,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\System,Registry,AllowCrossDeviceClipboard,integer,Disabled,0,comparison,==,0,Set AllowCrossDeviceClipboard = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.33.2,Allow upload of User Activities,Ngăn gửi lịch sử hoạt động của người dùng lên Microsoft.,Administrative Templates / System / OS Policies,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\System,Registry,UploadUserActivities,integer,Disabled,0,comparison,==,0,Set UploadUserActivities = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.35.6.5,Require a password when a computer wakes (on battery),Bắt buộc phải nhập lại mật khẩu khi đánh thức máy tính từ chế độ ngủ (sử dụng pin).,Administrative Templates / System / Power Management,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51,Registry,DCSettingIndex,integer,Enabled,1,comparison,==,1,Set DCSettingIndex = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.35.6.6,Require a password when a computer wakes (plugged in),Bắt buộc nhập mật khẩu khi đánh thức máy từ chế độ ngủ (đang cắm sạc).,Administrative Templates / System / Power Management,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51,Registry,ACSettingIndex,integer,Enabled,1,comparison,==,1,Set ACSettingIndex = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.38.1,Enable RPC Endpoint Mapper Client Authentication,Yêu cầu máy khách xác thực với máy chủ ánh xạ điểm cuối RPC.,Administrative Templates / System / Remote Procedure Call,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Rpc,Registry,EnableAuthEpResolution,integer,Enabled,1,comparison,==,1,Set EnableAuthEpResolution = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.38.2,Restrict Unauthenticated RPC clients,Cấm các máy khách không được xác thực giao tiếp với RPC Server.,Administrative Templates / System / Remote Procedure Call,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Rpc,Registry,RestrictRemoteClients,integer,Enabled: Authenticated,1,comparison,==,1,Set RestrictRemoteClients = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.51.1,Turn off the advertising ID,Vô hiệu hóa ID quảng cáo được sử dụng để theo dõi hành vi người dùng.,Administrative Templates / System / User Profiles,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\AdvertisingInfo,Registry,DisabledByGroupPolicy,integer,Enabled,1,comparison,==,1,Set DisabledByGroupPolicy = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.53.1.1,Enable Windows NTP Client,Bật máy khách Network Time Protocol (NTP) để đảm bảo đồng bộ thời gian.,Administrative Templates / System / Windows Time Service,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\W32Time\TimeProviders\NtpClient,Registry,Enabled,integer,Enabled,1,comparison,==,1,Set Enabled = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.53.1.2,Enable Windows NTP Server,Vô hiệu hóa dịch vụ máy chủ NTP trên thiết bị máy khách.,Administrative Templates / System / Windows Time Service,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\W32Time\TimeProviders\NtpServer,Registry,Enabled,integer,Disabled,0,comparison,==,0,Set Enabled = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.9.54,Configure the behavior of the sudo command,Tắt tính năng lệnh sudo trên Windows để tránh rủi ro bảo mật leo thang đặc quyền.,Administrative Templates / System,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\Sudo,Registry,Enabled,integer,Enabled: Disabled,0,comparison,==,0,Set Sudo Enabled = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.10.8.1,Disallow Autoplay for non-volume devices,Chặn tự động kích hoạt (Autoplay) cho các thiết bị điện thoại/máy ảnh kết nối qua MTP.,Administrative Templates / Windows Components / AutoPlay Policies,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\Explorer,Registry,NoAutoplayfornonVolume,integer,Enabled,1,comparison,==,1,Set NoAutoplayfornonVolume = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.10.8.2,Set the default behavior for AutoRun,Ngăn cản hệ thống tự động thực thi các lệnh cài đặt từ file autorun.inf.,Administrative Templates / Windows Components / AutoPlay Policies,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,Registry,NoAutorun,integer,Enabled: Do not execute any autorun commands,1,comparison,==,1,Set NoAutorun = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.10.8.3,Turn off Autoplay,Vô hiệu hóa tính năng Autoplay trên toàn bộ các phân vùng ổ đĩa (kể cả USB).,Administrative Templates / Windows Components / AutoPlay Policies,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,Registry,NoDriveTypeAutoRun,integer,Enabled: All drives,255,comparison,==,255,Set NoDriveTypeAutoRun = 255,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.10.13.1,Turn off cloud consumer account state content,Ngăn chặn việc sử dụng các tài khoản cá nhân để tải các nội dung trải nghiệm đám mây lên hệ thống doanh nghiệp.,Administrative Templates / Windows Components / Cloud Content,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\CloudContent,Registry,DisableConsumerAccountStateContent,integer,Enabled,1,comparison,==,1,Set DisableConsumerAccountStateContent = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.10.13.3,Turn off Microsoft consumer experiences,Tắt các trải nghiệm người dùng cá nhân của Microsoft trên máy trạm doanh nghiệp.,Administrative Templates / Windows Components / Cloud Content,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\CloudContent,Registry,DisableWindowsConsumerFeatures,integer,Enabled,1,comparison,==,1,Set DisableWindowsConsumerFeatures = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.10.16.1,Allow Diagnostic Data,Hạn chế thu thập dữ liệu chẩn đoán từ xa (telemetry) để bảo vệ quyền riêng tư.,Administrative Templates / Windows Components / Data Collection and Preview Builds,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\DataCollection,Registry,AllowTelemetry,integer,Enabled: Diagnostic data off,0,comparison,==,0,Set AllowTelemetry = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
